"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"再表2012/086055","特願2012-549545","2010/12/24","2012/06/28","マニピュレータおよびレーザ装置","株式会社吉田製作所","A61B17/36,350,A61C3/02@R,B25J1/00,B25J11/00@Z,B25J19/00@C,A61B18/20","(57)【要約】
レーザ装置のマニピュレータ（１０）は、ハンドピースを有すると共に関節（２０）により回動可能に支持機構（１１）に支持されるアーム機構と、該アーム機構の自重モーメント（Ｍｗ）を打ち消すバランスモーメント（Ｍｂ）を発生させるバネ（４１）を有するバランス部材（４０）と、バランスモーメント（Ｍｂ）により、自重モーメント（Ｍｗ）によるアーム機構の回動が防止されているバランス状態が維持されないバランス異常状態のとき、アーム機構の回動を阻止するロック機構（５０）とを備える。バランス異常状態のときには、ロック機構（５０）により、バランス状態が維持されないことにより発生するアーム機構の回動に起因するハンドピースの操作性の低下による影響を回避または軽減することができる。
","WO2012/086055","","特許5438847","","再表2012/086055","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-086055/19/ja"
"特開2012-120884","特願2012-064143","2012/03/21","2012/06/28","ロボット手術システムの機器インターフェース","インテュイティブ　サージカル　インコーポレイテッド","A61B19/00,502,B25J15/04@A,A61B34/35,A61B46/10","(57)【要約】
【課題】ロボット手術システムの機器インターフェースを提供すること。
【解決手段】一実施形態では、機器インターフェースは、機器を協働しうるように結合することが可能な無菌アダプタに、軸荷重およびトルクを提供するためのスプリング荷重入力部を含む。別の実施形態では、ロボット外科手術用マニピュレータシステムは、マニピュレータアームの遠位端に協働しうるように結合された基礎連結部と、縦方向軸に沿って基礎連結部に移動調整可能に連結され、統合機器インターフェースを含む搬送連結部と、を備えたマニピュレータアセンブリを含む。本システムは、機器インターフェースを介して搬送連結部に協働しうるように結合された機器と、機器の存在を検出するためのマニピュレータアセンブリに協働しうるように結合されたプロセッサと、をさらに含む。
【選択図】図６－１
","特開2012-120884","","特許5283241","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-120884/11/ja"
"再表2012/073500","特願2012-546698","2011/11/30","2012/06/07","変形性薄物展開装置および変形性薄物展開方法","セブン　ドリーマーズ　ラボラトリーズ，インコーポレイテッド","A41H33/00@Z,B25J13/08@A,D06F67/04,D06F73/00,103@Z","(57)【要約】
本発明の課題は、簡単な構成で変形性薄物を展開することが可能な変形性薄物展開装置を提供することにある。本発明の変形性薄物展開装置では、把持部が第１点で変形性薄物を把持するように制御部が把持部および移動機構を制御し（Ｓ１）、制御部が端点検出部に端点を検出させ（Ｓ３）、Ｓ３において検出された端点（第１端点）で把持部が変形性薄物を把持するように制御部が把持部および移動機構を制御し（Ｓ４）、制御部が端点検出部に端点を検出させ（Ｓ６）、「第１端点」と「Ｓ６において検出された端点（第２端点）」との両方で把持部が変形性薄物を把持するように制御部が把持部および移動機構を制御し（Ｓ７）、制御部が端点検出部に端点を検出させ（Ｓ９）、「第１端点または第２端点」と「Ｓ９において検出された端点」との両方で把持部が変形性薄物を把持するように制御部が把持部および移動機構を制御する（Ｓ１０）。
","WO2012/073500","","特許5299934","","再表2012/073500","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-073500/19/ja"
"特開2012-096294","特願2010-243116","2010/10/29","2012/05/24","ノンコンタクト搬送パッド","独立行政法人産業技術総合研究所,大谷技研株式会社","B25J15/06@Z,H01L21/68@C","(57)【要約】      （修正有）
【課題】強力に吸着できると同時に、騒音の低減を図ったノンコンタクト搬送パッドを提供する。
【解決手段】圧縮気体を噴出して板状部品を吸着保持する搬送パッドであって、上記搬送パッドの中心部に設けた導入口２からほぼ垂直に流路４を設け、流路の上記搬送パッド中央部分から底面にかけほぼ円錐状の内周凹面を設け、上記内周凹面に対抗してほぼ円錐状のスタッド８を配置して流路を形成し、上記搬送パッドの底面が外周部の方にかけて滑らかな平面状に構成され、圧縮気体が、上記導入口から流路を通り、上記スタッドの先端部分から噴出口６にかけて流路の断面積が小さくなるように狭め、流路を経て上記噴出口から噴出させ、上記噴出口から上記底面に沿って導出することにより板状部品を吸着保持するノンコンタクト搬送パッドにおいて、上記搬送パッドの底面外周部の端面が全周にわたってテーパー状に切欠かれたディフューザ１４を設けた。
【選択図】図２
","特開2012-096294","","特許5817043","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-096294/11/ja"
"特表2014-500152","特願2013-535114","2011/10/21","2012/04/26","多関節のロボティックプローブ","メドロボティクス　コーポレイション","A61B19/00,502,B25J18/06,A61B34/30","(57)【要約】
  多関節のロボティックプローブは、外側スリーブと、内側コアとを備える。外側スリーブおよび内側コアは、複数のリンクを含む。外側スリーブおよび内側コアのリンクは、互いに対して枢動するように構成される。リンクの様々な特徴が、関節プローブの全体的な枢動角度を決定する。複数のリンクの各々は、１つ以上のチャンネルを有することができる。チャンネルは、リンクからリンクへの半連続通路を形成し、内側コア、ツール、またはケーブルなどの細長い部材を受け入れるように構成される。１つ以上のケーブルを使用して外側スリーブの外側リンクおよび内側コアの内側リンクを制御することができる。ケーブルの様々な特徴は、関節プローブの全体的な性能を決定する。
","特表2014-500152","","特許5711380","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-500152/11/ja"
"特開2012-024920","特願2011-168620","2011/08/01","2012/02/09","外骨格を有するＣＭＭアーム","３ディー　スキャナーズ　リミテッド","B23Q17/00@A,B25J9/06@B,G01B5/008,G01B21/00@E,G01D18/00","(57)【要約】
【課題】外骨格および伝達手段を有するＣＭＭアームを提供する
【解決手段】  ベース端及びプローブ端を有する内部ＣＭＭアームと、複数の伝達手段を介して内部ＣＭＭアームを駆動する外骨格とを備える、外骨格を有するＣＭＭアームの装置が提供される。１つ又は複数の接触プローブ、光学プローブ、及び工具が、プローブ端に取り付けられる。外骨格を有するＣＭＭアームは、手動操作可能な実施形態及び自動実施形態で提供される。外骨格を有するＣＭＭアームは、高精度測定のため、又は高精度動作を行うために動作可能である。外骨格を有するＣＭＭアームの動作の方法が提供される。
【選択図】  図１Ａ
","特開2012-024920","","特許5291158","","","特許 消滅","存続期間満了による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-024920/11/ja"
"特開2012-024201","特願2010-163992","2010/07/21","2012/02/09","信号送受信装置","大日本印刷株式会社","A61H3/00@B,B25J19/00@K","(57)【要約】
【課題】安価かつ簡易な構成で、安定した動作を可能とする歩行補助装置用の信号送受信装置を提供する。
【解決手段】本発明は、歩行補助装置を制御するために、信号を送受信する信号送受信装置であって、人体に接触可能な送信電極と、前記送信電極が前記人体に接触された場合に信号を送信する信号送信手段と、を有する送信部と、前記人体に接触可能な受信電極と、前記信号送信手段から送信された前記信号が前記受信電極を介して受信される信号受信手段と、を有する受信部と、を備え、前記送信電極と前記信号送信手段とは、所定距離以上離れていることを特徴とする。
【選択図】図１
","特開2012-024201","","特許5516176","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-024201/11/ja"
"特開2011-244860","特願2010-118005","2010/05/24","2011/12/08","クランプ方法およびクランプ機構","パナソニック株式会社","A61J1/00,390@L,B23Q7/04@L,B25J15/00@C,B65G47/90@Z,A61J1/16@D","(57)【要約】
【課題】円形状の、径の異なる２箇所を確実に把持して薬剤容器などを保持する小型のクランプ機構を提供する。
【解決手段】本発明のクランプ機構１０は、外形形状が、複数の径の同軸の円筒部を含んで構成される容器を保持する構造であって、容器の第１の円筒部を挟持する第１の爪部１１と、容器の第２の円筒部を挟持する第２の爪部１２と、第１の爪部１１の爪１１ａ、１１ｂの開閉を、面対称の面に対し対称状態に拘束する第１連動部１３と、第１の爪部１１に係合した第１の駆動軸１１ｃと、第２の爪部１２に係合した第２の駆動軸１２ｃを有して、第１の爪部１１と第２の爪部１２の開き角度を差動連携させる差動部１４と、を有し、差動部１４を駆動して、第１の爪部１１および第２の爪部１２の爪のうち、少なくともそれぞれの片側の爪を開閉駆動する構成からなる。
【選択図】図１
","特開2011-244860","","特許5531777","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-244860/11/ja"
"特表2013-537651","特願2013-511211","2011/05/06","2011/11/24","移動式ロボットシステム及び移動式ロボットを作動させる方法","アイロボット　コーポレイション","B25J5/00@E,G01B11/00@H,G01B11/25@H,G01S17/93,G05D1/02@J,G06T1/00,340@A,G06T1/00,340@B,G06T7/00,660@A,G06T7/00,660@B,G01S17/04,G05D1/24,G05D1/242,G05D1/243,G05D1/246,G05D1/43,G05D1/60,G05D1/622,G05D1/628,G05D1/639,G05D1/644,G05D105:00,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D109:12,G05D111:00,G05D111:63","(57)【要約】
  移動式ロボット（１００）であって、駆動システム（２００）、駆動システムと通信状態にあるコントローラ（５００）、地面よりも約１フィート（３０．５ｃｍ）以上、上方の高さ位置のところで駆動システムの上方に支持されると共に移動式ロボットの移動方向に床平面を含む空間ボリュームから点群を得ることができるよう差し向けられたボリューム形点群イメージング装置を有する、移動式ロボット。コントローラは、イメージング装置から点群信号を受け取り、そして少なくとも部分的に受け取った点群信号に基づく駆動指令を駆動システムに送り出す。
【選択図】図１
","特表2013-537651","","特許5803043","拒絶2015-010379","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-537651/11/ja"
"特表2013-537487","特願2013-511208","2011/05/06","2011/11/24","移動式ヒューマンインターフェースロボット、及び移動式ヒューマンインターフェースロボットを作動させる方法","アイロボット　コーポレイション","B25J5/00@A,B25J13/06,G05D1/02@W,G05D1/24,G05D1/242,G05D1/245,G05D1/43,G05D1/60,G05D1/644,G05D1/648,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:50,G05D111:63","(57)【要約】
  移動式ヒューマンインターフェースロボット（１００）であって、垂直中心軸線（Ｚ）及び前方駆動方向（Ｆ）を定める基部（１２０）及び基部（１２０）によって支持されたホロノミック駆動システム（２００）を有する移動式ヒューマンインターフェースロボット（１００）。駆動システム（２００）は、第１、第２及び第３の被動駆動輪（２１０ａ，２１０ｂ，２１０ｃ）を有し、各駆動輪は、垂直中心軸線（Ｚ）回りに三角形の形に互いに間隔を置いて配置されると共に垂直中心軸線（Ｚ）に対して半径方向軸線（Slip）に垂直な駆動方向（Drive）を有する。ロボットは、ホロノミック駆動システム（２００）と通信状態にあるコントローラ（５００）、基部（１２０）の上方に支持された胴部（１４０）及びコントローラ（５００）と通信状態にあるタッチセンサシステム（４８０）を更に有する。タッチセンサシステム（４８０）は、人の接触に応動する。コントローラ（５００）は、タッチセンサシステム（４８０）から受け取ったタッチ信号に基づいて駆動指令をホロノミック駆動システム（２００）に出す。
","特表2013-537487","","特許5735102","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-537487/11/ja"
"特開2011-218500","特願2010-091237","2010/04/12","2011/11/04","関節駆動装置及び多軸マニピュレータ","沖電気工業株式会社","B25J17/00@G,F16H19/02@H,F16H19/02@M,F16H21/16","(57)【要約】
【課題】関節駆動装置の数を関節の数と等しくすることができ、駆動力伝達用の線状部材の経路長の変化を各関節部で解消することができるとともに、駆動力伝達用の線状部材の交換を短時間で容易に行うことができ、利便性を高めることができるようにする。
【解決手段】所定のリンク部材と次のリンク部材とを回転可能に接続する関節軸上に配設された関節部の駆動用の線状部材から駆動力を受けて回転することによって所定のリンク部材に対して次のリンク部材を回転させる被駆動部材と、関節軸上に配設された経路長補償ユニットであって、所定のリンク部材に対応して配設された他の関節部の駆動用の線状部材からの駆動力を、次のリンク部材に対応して配設された他の関節部の駆動用の線状部材に伝達するとともに、他の関節部の駆動用の線状部材の経路長の変化を吸収する経路長補償ユニットとを有する。
【選択図】図１
","特開2011-218500","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-218500/11/ja"
"特開2011-173220","特願2010-039813","2010/02/25","2011/09/08","移動機構","コニカミノルタ株式会社","B25J5/00@A,B25J7/00,B60B9/02","(57)【要約】
【課題】移動の負荷によって細毛が撓むことで細毛同士が干渉して理想的な付着条件を逸脱し付着力が低下することを防止でき、移動能力を保持することができる移動機構を提供すること。
【解決手段】移動機構の接触面の表面に、複数の細毛が、移動方向に対して第１の角度だけ傾いた第１の方向に第１のピッチで規則的に配列されているとともに、移動方向に対して第１の角度よりも大きな第２の角度だけ傾いた第２の方向に第２のピッチで規則的に配列された付着要素を備え、第１の角度をα、第１のピッチをｐ１、細毛の撓み方向に略垂直な方向の断面幅をｄとした時に、（３式）を満足することで、移動の負荷によって細毛が撓むことで細毛同士が干渉して理想的な付着条件を逸脱し付着力が低下することを防止でき、移動能力を保持することができる移動機構を提供することができる。
【選択図】図３
","特開2011-173220","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-173220/11/ja"
"特表2013-516327","特願2012-547132","2010/12/21","2011/07/07","マニピュレータの自動ティーチング及び位置補正システム","ブルックス　オートメーション　インコーポレイテッド","B25J9/22@Z,H01L21/68@A","(57)【要約】
  処理デバイスの少なくとも一部を囲むハウジングと、当該処理デバイスに取り付けられた少なくとも１つの標的と、ハウジング内に配されている少なくとも１つの送信機であって、当該少なくとも１つの標的に当該少なくとも１つの送信機を特定する識別信号を送信する少なくとも１つの送信機と、当該少なくとも１つの標的及び当該少なくとも１つの送信機に動作可能に接続されているコントローラと、を含む基板処理システムであって、当該処理デバイスは、当該少なくとも１つの標的と既知の関係にある第１の処理デバイス基準点を有し、当該コントローラは当該識別信号に基づいて、当該少なくとも１つの標的及び当該少なくとも１つの送信機のうちの１つからデータ信号を受信して、当該データ信号に基づいて当該処理デバイスの動作特徴を制御する基板処理システム。
","特表2013-516327","","特許5981848","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-516327/11/ja"
"特開2011-123775","特願2009-282299","2009/12/11","2011/06/23","布製品把持システム","セブン　ドリーマーズ　ラボラトリーズ，インコーポレイテッド","G06T7/00,300@B,B25J13/08@Z","(57)【要約】
【課題】容易且つ高精度で、布製品を識別できる布製品識別装置、および、該布製品識別装置を備えた布製品把持システムを得る。
【解決手段】布製品把持システム１００は、第１載置台４０Ａに置かれる布製品を把持した後にその把持した布製品を展開して第２載置台４０Ｂに静置するものであって、主に、布製品処理ロボット１０と、カメラ１６、第２載置台４０Ｂ、および制御部３０の一部（判定部）を含む布製品識別装置５０と、から構成される。判定部の主要部である布製品判定ソフトウェアは、カメラ１６で撮像して得た画像データの一部と、布製品の局所的な特徴部分ごとに予め設定した局所テンプレート画像データのそれぞれとが照合するか否か、画像データに照合した局所テンプレート画像データ同士の位置関係が予め設定した位置関係になっているか否かを判定する。
【選択図】図１
","特開2011-123775","","特許5545564","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-123775/11/ja"
"特開2011-118924","特願2011-032662","2011/02/17","2011/06/16","多関節構造体、それを用いた装着具、システムおよびヒューマンマシンインターフェース","旭光電機株式会社","A61B19/00,502,A61G5/04,501,A61H1/02@A,B25J18/06,G06F3/02@A,G06F3/023,340@Z,A61B34/35,G06F3/023,A61G5/10","(57)【要約】
【課題】多関節構造体の長さを手動で任意に変更可能とする。
【解決手段】本発明の多関節構造体は、各関節間の連結部にポテンショメータ等の変化量検出センサが設けられ、複数のセンサをグループ単位とし、前記グループ単位に前記センサの信号が信号処理部に取り込まれ、前記信号処理部間は通信ネットワークに接続され、前記通信ネットワークに接続された処理演算部が、前記センサの信号データに基づいて演算処理する多関節構造体において、前記多関節構造体における外形形状は管状若しくは筒状に構成され、内部に動力線が配設され、前記多関節構造体の形状が変形した際に、前記関節間の連結部の変化量をリアルタイムに検出し、前記関節の並進、回転移動した際の移動量及びベクトルを出力でき、前記多関節構造体が人体又は移動体に組み込まれた構成とされる。
【選択図】図１
","特開2011-118924","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-118924/11/ja"
"特表2013-503026","特願2012-527969","2010/08/31","2011/03/03","義足または下肢装具を用いて立ち上がりのシーケンスを実装すること","アイウォーク，　インコーポレイテッド","A61F2/64,A61F2/68,B25J5/00@C","(57)【要約】
膝装具または義肢は、人が座位にいる間に、人の足関節に対する人の膝の位置に基づいて立ち上がりのシーケンス始動させるのが適切であるときに、自動的に使用され得る。膝が、足関節の前である位置に動かされるときに、装具または義肢の少なくとも１つのアクチュエータが、座位から立位へ人を持ち上げることを助けるように作動される。少なくとも１つのセンサーは、大腿座標システムに対して重力ベクトルを測定する慣性センサーを含む。少なくとも１つのセンサーは、大腿に対して下肢の回転角を検出する。
【選択図】なし
","特表2013-503026","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-503026/11/ja"
"特開2011-027454","特願2009-170878","2009/07/22","2011/02/10","ロボットシステムおよびロボットシステムの制御方法","セイコーエプソン株式会社","B25J13/08@A,B25J19/04,G01B11/00@H,G06T1/00,280","(57)【要約】
【課題】ワークが撮像されたボケ画像からワークの位置を精度良く検出するロボットシステムを提供する。
【解決手段】ワークＷに対して作業を実施するロボット１０と、前記ワークＷを載置するとともに、蛍光体マーカー７４を備えたステージ７２と、前記ワークＷと前記蛍光体マーカー７４とを所定の露光時間で撮像するカメラ２０と、前記カメラ２０の露光時間より短い周期で前記蛍光体マーカー７４を点滅発光させるマーカー制御部４５と、を備え、前記カメラ２０により撮像されたボケ画像から前記蛍光体マーカー７４の軌跡画像１００を抽出して、前記軌跡画像１００から点拡散関数を算出する点拡散関数算出部３５と、算出した前記点拡散関数を用いて、前記ボケ画像を画像変換し前記ボケ画像からボケていない元画像を生成する画像生成部３７と、前記元画像から前記ワークＷの位置を算出する位置算出部３９と、を有するロボットシステム５。
【選択図】図１
","特開2011-027454","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-027454/11/ja"
"特開2010-276447","特願2009-128602","2009/05/28","2010/12/09","位置計測装置、位置計測方法およびロボットシステム","セイコーエプソン株式会社","B25J13/08@A,G01B11/00@H,G05B19/19@H","(57)【要約】
【課題】撮像された被計測物の撮像画像がボケていても、精度良く被計測物の位置を計測できる位置計測装置を提供する。
【解決手段】被計測物Ｗを載置するとともに複数の反射光を放出するマーカー９０を備えたステージ７２と、前記マーカー９０に光を照射する光照射部４８と、前記被計測物Ｗと前記マーカー９０とを異なった視線方向から撮像する複数の撮像装置２０，２１とを備え、前記複数の撮像装置２０，２１により撮像された撮像画像Ｂから前記マーカー９０のマーカー画像１００を抽出して、前記マーカー画像１００から点拡散関数を求める点拡散関数算出部３６と、前記点拡散関数を用いて前記撮像画像Ｂを画像変換して変換画像Ｇを生成する画像生成部３７と、生成された前記変換画像Ｇから前記被計測物Ｗの位置を算出する位置算出部３９と、を有することを特徴とする位置計測装置１。
【選択図】図１
","特開2010-276447","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-276447/11/ja"
"特開2010-267049","特願2009-117298","2009/05/14","2010/11/25","ロボットシステムおよびロボットシステムの制御方法","セイコーエプソン株式会社","B25J13/08@A,G06T1/00,315,G06T5/20@B,G06T5/00,710,G06T7/70@A,G06T5/73","(57)【要約】
【課題】ワークが撮像されたボケ画像からワークの位置を精度良く検出するロボットシステムを提供する。
【解決手段】ワークＷに対して作業を実施するロボット１０と、前記ワークＷを載置するとともに規則性を有する反射光を放出するマーカー９０を備えたステージ７２と、前記マーカー９０に対して光を照射する光照射部４８と、前記ワークＷと前記マーカー９０とを撮像するカメラ２０とを備え、前記カメラ２０により撮像された動きボケを含む劣化画像から前記マーカー９０のマーカー画像１００を抽出して、前記マーカー画像１００から点拡散関数を算出する点拡散関数算出部３６と、算出した前記点拡散関数を用いて、前記劣化画像を画像変換することにより、前記劣化画像から劣化していない元画像を生成する画像生成部３７と、生成された前記元画像から前記ワークＷの位置を算出する位置算出部３９とを有することを特徴とするロボットシステム５。
【選択図】図１
","特開2010-267049","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-267049/11/ja"
"特開2010-263273","特願2009-110467","2009/04/30","2010/11/18","ロボットシステムおよびロボットシステムの制御方法","セイコーエプソン株式会社","B25J13/08@A,B25J19/04,G06T1/00,300,H04N5/232@Z,G06T7/00,610,H04N5/232,H04N5/232,290,H04N23/60,H04N23/60,500","(57)【要約】
【課題】作業対象物が撮像されたボケ画像から作業対象物の位置を精度良く検出するロボットシステムを提供する。
【解決手段】作業対象物Ｗに対して作業を施すロボット１０と、前記作業対象物Ｗを載置するとともに、複数の波長の光を放出するマーカー７４を備えたステージ７２と、前記作業対象物Ｗと前記マーカー７４とを同一画像として撮像する撮像装置２０とを備え、前記撮像装置２０により撮像された動きボケを含む劣化画像Ｂから前記マーカー７４の軌跡画像１００を抽出して、前記軌跡画像１００から点拡散関数を算出する点拡散関数算出部３５と、算出した前記点拡散関数を用いて、前記劣化画像Ｂを画像変換することにより、前記劣化画像Ｂから劣化していない元画像を生成する画像生成部３７と、生成された前記元画像から前記作業対象物Ｗの位置を算出する位置算出部３９とを有することを特徴とするロボットシステム。
【選択図】図１
","特開2010-263273","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-263273/11/ja"
"特表2012-515899","特願2011-546553","2010/01/27","2010/08/05","単一のデバイスおよび／または複数のデバイスの測距探知、配向決定、および／または測位のための方法および装置","エックスワイゼッド・インタラクティヴ・テクノロジーズ・インコーポレーテッド","A63B69/36,541@S,B25J19/02,G01S11/00@A,G01S11/00@B,G01S11/00@C,G01S11/02,G01S11/12,G01S11/14","(57)【要約】
  信号送信デバイスの測距探知のための方法および装置が提供される。この信号受信方法は、デジタルベースのみであり、アナログ測定デバイスである受信機を必要としない。測距は、最低で単一の信号送信機から隔置された距離範囲内で動作する単一のパルス放出デバイスと、単一のデジタル受信機と、処理回路とを使用して達成可能である。一般に、複数の送信パルスエミッタを、任意の固定三次元構成で配置された複数のデジタル受信機からなる構成を使用して、三次元(XYZ座標)で事実上同時に測距および測位することができる。適用例は、距離範囲を決定するように設計された受信機に対する少なくとも1個の信号送信機、または距離範囲を決定するために、オブジェクトから送信された少なくとも1つの反射信号を含み得る。
","特表2012-515899","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-515899/11/ja"
"特開2010-158763","特願2009-275252","2009/12/03","2010/07/22","ハンドリングシステムおよび部品供給システム","株式会社安川電機","B23P19/04@G,B23P19/04@H,B25J9/06@B","(57)【要約】
【課題】本発明は、段取り換えを容易にでき、1つのロボットの動作に複数の機能を備えたハンドリングシステムを提供する。
【解決手段】双腕ロボットを用いた組立作業をするハンドリングシステムにおいて、前記双腕ロボットが、線状体送給部に対面するように配置されたものである。
【選択図】図２
","特開2010-158763","","特許5423361","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-158763/11/ja"
"特開2010-142944","特願2009-258051","2009/11/11","2010/07/01","ネットワーク基盤ロボット制御のためのロボットクライアント管理システムおよびその方法","韓國電子通信研究院","B25J13/00@Z","(57)【要約】
【課題】本発明に係るネットワーク基盤ロボット制御のためのロボットクライアント管理システムおよびその方法を提供すること。
【解決手段】ロボットクライアントが接続すれば認証過程を経て前記ロボットクライアントを認証するステップ；ロボットクライアントに該当するロボットオブジェクトを生成するステップ；ロボットクライアントを初期化するための情報、ロボットクライアントと関連したネットワーク情報、およびロボットクライアントのプロセシングと関連した情報を含むプロファイル情報をロボットクライアントから抽出するステップ；および抽出されたプロファイル情報を管理者サーバに伝達し、ロボットオブジェクトが管理者サーバに登録されるようにするステップ；を含む。本発明によれば、多様な異機種ロボットクライアントが管理者サーバに接続し、ネットワークを介してセンシング機能とプロセシング機能を実行できるようになる。
【選択図】図３
","特開2010-142944","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-142944/11/ja"
"特開2010-125531","特願2008-299543","2008/11/25","2010/06/10","ロボットアームおよびそのロボットアームを供えたロボット","株式会社安川電機","B25J18/00","(57)【要約】
【課題】本発明の目的は、外部応力の効果的な緩和と薄い外皮構造との双方を実現できるロボットアームを提供することである。
【解決手段】本発明は、外骨格フレームと、前記外骨格フレーム上を被覆し、その内部に複数の空孔が形成された柔軟性の外皮とを備え、前記空孔は、前記外皮の厚み方向と平行な方向に延在する第１の幅が前記外皮の厚み方向と垂直な方向に延在する第２の幅より大きいロボットアームである。
【選択図】図１
","特開2010-125531","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-125531/11/ja"
"特開2010-118798","特願2008-289294","2008/11/11","2010/05/27","ノイズ除去装置、ノイズ除去方法および動作補正装置","国立大学法人三重大学","A61F2/70,H04B3/28,B25J11/00@Z","(57)【要約】
【課題】時間変化するノイズ信号を除去し得る動作補正装置を提供する。
【解決手段】食事支援装置は、マニピュレータに対する動作に応じた主信号および振戦信号を含む入力信号ＩＮを出力する力覚センサと、力覚センサから出力された入力信号ＩＮが入力される入力手段１５とを備える。また、振戦除去システム１８として、全域通過フィルタＡＰＦを適用したノッチフィルタに入力した入力信号ＩＮの出力を最小とするタップ係数を更新することで、時間変化する振戦信号の各時刻での周波数に対応する推定周波数ｆt(ｉ)を決定する振戦周波数推定手段４２を備える。そして、振戦周波数推定手段４２で決定された推定周波数ｆt(ｉ)に基づき決定される遮断フィルタにより、振戦除去手段４４が入力信号ＩＮから振戦信号を除去して出力信号ＯＵＴを生成する。
【選択図】図２
","特開2010-118798","","特許5352801","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-118798/11/ja"
"特表2012-506748","特願2011-533796","2009/10/30","2010/05/06","患者を放射線に対して位置決めするためのデバイス","ビュロー　フランセ　ダンジェニリー,アンスティテュ・キュリー","A61N5/10@T,B25J9/06@A","(57)【要約】
  本発明は、患者を放射線に対して位置決めするための多関節ロボットデバイスであって：
水平移動のための少なくとも１本の線状レールと；
前記線状レールに対して並進運動が可能であり且つ前記線状レールに対して垂直な回転軸を中心にして旋回が可能であるコネクタと；
コネクタへと接続されているロボットアームであって、患者ホルダへ接続している交差回転軸を有するリストジョイントを備えている前記ロボットアームと；
を備えている、前記デバイスに関する。
","特表2012-506748","","特許5623415","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-506748/11/ja"
